Nombre,Edad,Departamento,Calificacion,Beca
Pedro Rodriguez,29,Derecho,3.4,Si
Laura Martinez,24,Fisica,4.05,No
Maria Martinez,23,Biologia,5.25,Si
Laura Lopez,23,Medicina,6.86,No
Carlos Garcia,27,Medicina,5.28,Si
Carlos Garcia,24,Derecho,9.28,No
Sofia Martinez,30,Biologia,5.34,No
Laura Rodriguez,19,Medicina,7.19,Si
Elena Lopez,19,Derecho,2.57,Si
Maria Martinez,27,Arte,2.17,No
Maria Garcia,18,Quimica,3.69,No
Luis Lopez,28,Quimica,1.29,Si
Juan Perez,21,Arte,1.09,Si
Laura Lopez,18,Arte,3.04,Si
Javier Perez,24,Ingenieria,8.09,Si
Juan Rodriguez,23,Biologia,6.93,No
Carlos Lopez,22,Fisica,7.09,No
Carlos Rodriguez,27,Derecho,5.66,Si
Pedro Perez,28,Matematicas,6.1,No
Sofia Perez,22,Fisica,0.9,Si
Elena Martinez,26,Fisica,5.5,No
Juan Perez,30,Quimica,5.91,No
Maria Perez,20,Arte,8.02,No
Ana Lopez,24,Ingenieria,1.35,Si
Sofia Martinez,25,Arte,4.15,Si
Juan Lopez,28,Quimica,2.87,No
Ana Rodriguez,19,Ingenieria,6.07,No
Pedro Rodriguez,20,Ingenieria,4.22,Si
Pedro Garcia,24,Biologia,5.74,Si
Juan Rodriguez,19,Historia,8.62,No
Sofia Perez,19,Ingenieria,1.47,Si
Ana Garcia,24,Ingenieria,1.99,Si
Luis Rodriguez,29,Fisica,7.27,No
Elena Martinez,30,Ingenieria,9.99,Si
Sofia Garcia,19,Historia,8.02,Si
Elena Martinez,28,Fisica,0.67,Si
Elena Lopez,28,Ingenieria,0.51,No
Sofia Perez,18,Derecho,3.59,Si
Maria Martinez,28,Derecho,0.81,Si
Ana Lopez,23,Economia,6.88,Si
Pedro Martinez,27,Ingenieria,8.94,Si
Maria Perez,22,Ingenieria,2.03,Si
Juan Lopez,28,Fisica,8.47,Si
Pedro Perez,26,Ingenieria,3.2,Si
Juan Martinez,22,Economia,4.12,Si
Juan Martinez,18,Arte,0.73,No
Carlos Perez,22,Matematicas,4.23,No
Carlos Martinez,27,Ingenieria,6.92,No
Juan Lopez,21,Medicina,4.08,Si
Pedro Martinez,26,Derecho,6.27,No
Carlos Rodriguez,29,Matematicas,0.65,Si
Javier Lopez,25,Ingenieria,8.53,No
Juan Perez,18,Quimica,5.13,Si
Ana Garcia,28,Fisica,5.55,No
Sofia Martinez,20,Medicina,4.43,No
Juan Perez,30,Economia,7.31,No
Carlos Martinez,20,Matematicas,1.73,Si
Maria Perez,20,Medicina,8.83,Si
Carlos Martinez,24,Economia,7.47,No
Laura Garcia,24,Historia,8.96,Si
Luis Lopez,25,Economia,9.51,Si
Maria Lopez,22,Arte,3.49,No
Elena Martinez,23,Ingenieria,8.18,Si
Juan Rodriguez,28,Medicina,0.54,No
Juan Perez,20,Arte,5.46,No
Javier Perez,19,Ingenieria,5.88,No
Carlos Lopez,24,Economia,2.54,No
Pedro Perez,24,Medicina,5.92,No
Sofia Rodriguez,19,Matematicas,7.06,Si
Juan Martinez,20,Biologia,8.55,Si
Ana Martinez,29,Biologia,6.07,Si
Luis Martinez,26,Biologia,7.77,No
Ana Lopez,29,Ingenieria,1.91,No
Sofia Rodriguez,20,Matematicas,8.16,Si
Sofia Perez,20,Derecho,1.58,No
Maria Perez,30,Historia,2.71,Si
Elena Garcia,24,Arte,1.26,Si
Laura Martinez,20,Arte,2.13,No
Sofia Rodriguez,22,Matematicas,6.06,No
Juan Lopez,28,Historia,0.1,Si
Maria Martinez,20,Fisica,3.44,Si
Laura Lopez,19,Derecho,5.41,Si
Luis Lopez,24,Arte,4.9,No
Elena Lopez,21,Economia,5.76,Si
Carlos Perez,27,Arte,3.81,No
Laura Lopez,25,Derecho,3.41,No
Pedro Garcia,18,Arte,5.09,Si
Maria Lopez,28,Quimica,2.36,Si
Sofia Martinez,22,Economia,9.57,Si
Luis Garcia,26,Matematicas,9.06,No
Luis Perez,25,Quimica,7.35,Si
Pedro Lopez,22,Derecho,2.06,No
Laura Garcia,25,Fisica,5.52,No
Pedro Martinez,29,Arte,8.72,Si
Maria Lopez,18,Fisica,5.41,No
Maria Lopez,25,Medicina,7.92,No
Laura Perez,25,Historia,6.1,No
Sofia Martinez,18,Fisica,8.92,No
Laura Martinez,19,Economia,5.84,No
Maria Perez,19,Ingenieria,9.92,No
Ana Perez,27,Derecho,6.38,Si
Luis Perez,24,Biologia,9.96,No
Pedro Martinez,22,Matematicas,8.49,No
Maria Rodriguez,23,Medicina,8.97,No
Luis Perez,30,Derecho,2.93,No
Pedro Rodriguez,29,Fisica,0.81,Si
Ana Garcia,19,Economia,0.52,No
Maria Lopez,20,Biologia,9.84,No
Ana Lopez,22,Medicina,6.35,Si
Juan Garcia,22,Ingenieria,7.02,No
Carlos Perez,21,Derecho,7.38,Si
Javier Perez,23,Fisica,0.07,No
Juan Lopez,22,Arte,2.2,Si
Ana Rodriguez,19,Medicina,0.7,Si
Elena Garcia,27,Fisica,7.63,No
Sofia Perez,18,Ingenieria,4.88,No
Juan Lopez,30,Derecho,8.1,No
Ana Lopez,26,Arte,2.27,Si
Laura Lopez,29,Biologia,7.56,Si
Carlos Martinez,19,Economia,0.36,No
Laura Garcia,22,Biologia,1.01,No
Maria Garcia,18,Historia,9.42,No
Maria Martinez,24,Arte,4.73,No
Sofia Rodriguez,26,Historia,2.8,Si
Javier Rodriguez,18,Quimica,6.37,No
Javier Perez,21,Medicina,2.8,No
Sofia Lopez,22,Historia,0.97,No
Javier Martinez,25,Quimica,5.13,Si
Laura Perez,25,Quimica,9.63,No
Sofia Martinez,28,Fisica,7.14,Si
Carlos Perez,27,Ingenieria,6.74,Si
Luis Garcia,24,Historia,2.81,No
Carlos Perez,18,Economia,1.2,No
Luis Rodriguez,24,Economia,7.87,Si
Laura Lopez,19,Economia,4.97,Si
Carlos Rodriguez,21,Medicina,5.01,Si
Maria Perez,26,Derecho,1.44,Si
Juan Garcia,25,Ingenieria,9.8,Si
Juan Garcia,21,Biologia,1.78,Si
Ana Perez,20,Historia,6.93,Si
Elena Garcia,24,Economia,7.5,Si
Luis Rodriguez,28,Biologia,7.62,Si
Carlos Perez,21,Matematicas,8.35,Si
Pedro Perez,24,Historia,9.6,No
Laura Perez,25,Arte,9.62,Si
Maria Rodriguez,28,Quimica,5.78,Si
Maria Lopez,27,Arte,2.97,Si
Javier Garcia,22,Arte,6.57,No
Ana Rodriguez,23,Arte,7.31,Si
Laura Rodriguez,25,Arte,2.15,No
Sofia Rodriguez,18,Quimica,5.31,Si
Maria Garcia,30,Medicina,9.06,No
Sofia Perez,29,Medicina,3.96,Si
Juan Martinez,30,Derecho,0.04,Si
Laura Perez,25,Historia,5.31,Si
Sofia Martinez,27,Derecho,5.16,No
Sofia Lopez,20,Matematicas,8.13,Si
Maria Perez,19,Fisica,7.28,No
Elena Garcia,27,Medicina,1.12,Si
Juan Lopez,30,Economia,4.44,Si
Sofia Rodriguez,26,Biologia,7.21,No
Maria Perez,22,Derecho,9.92,Si
Elena Garcia,28,Matematicas,1.03,No
Luis Perez,25,Arte,6.77,No
Ana Lopez,24,Quimica,2.83,Si
Sofia Perez,25,Historia,6.35,No
Elena Rodriguez,22,Matematicas,2.67,No
Pedro Rodriguez,29,Derecho,3.87,No
Elena Lopez,30,Biologia,6.01,Si
Luis Rodriguez,20,Biologia,2.57,No
Javier Perez,29,Arte,3.72,Si
Elena Lopez,30,Derecho,9.67,Si
Elena Garcia,24,Arte,1.29,Si
Elena Perez,20,Quimica,9.54,Si
Luis Perez,20,Fisica,7.65,No
Sofia Lopez,21,Arte,4.72,No
Sofia Garcia,22,Economia,6.1,No
Juan Rodriguez,23,Arte,7.02,No
Pedro Garcia,27,Economia,2.33,No
Carlos Rodriguez,27,Ingenieria,4.23,Si
Laura Lopez,29,Arte,3.35,No
Elena Martinez,27,Quimica,7.53,No
Maria Martinez,20,Medicina,3.85,No
Pedro Martinez,23,Medicina,9.52,No
Elena Martinez,25,Medicina,5.59,No
Javier Lopez,28,Historia,2.64,No
Maria Perez,25,Arte,0.78,Si
Juan Lopez,25,Medicina,1.55,No
Maria Lopez,27,Fisica,9.4,No
Sofia Martinez,28,Ingenieria,8.64,Si
Juan Martinez,18,Fisica,6.45,Si
Pedro Perez,29,Arte,2.89,Si
Laura Martinez,19,Ingenieria,5.74,No
Carlos Martinez,24,Arte,9.62,No
Luis Martinez,24,Biologia,0.78,No
Juan Garcia,26,Quimica,8.19,No
Pedro Lopez,19,Ingenieria,3.39,Si
Javier Lopez,23,Medicina,0.92,Si
Pedro Perez,18,Biologia,5.6,Si
Luis Rodriguez,28,Arte,4.47,No
Luis Perez,30,Fisica,5.67,Si
Sofia Rodriguez,20,Derecho,9.24,Si
Carlos Perez,27,Ingenieria,7.67,No
Ana Rodriguez,24,Derecho,4.32,No
Laura Martinez,30,Historia,9.43,No
Maria Lopez,26,Fisica,7.03,Si
Ana Perez,22,Fisica,8.55,No
Carlos Martinez,25,Economia,1.91,Si
Ana Perez,28,Medicina,6.66,Si
Ana Rodriguez,18,Historia,1.59,Si
Maria Rodriguez,23,Arte,9.72,No
Ana Garcia,30,Derecho,6.46,No
Javier Rodriguez,23,Quimica,8.75,No
Pedro Rodriguez,27,Derecho,5.07,Si
Pedro Rodriguez,28,Biologia,8.86,No
Juan Perez,29,Derecho,6.33,No
Elena Garcia,27,Medicina,6.78,Si
Carlos Garcia,23,Economia,5.31,Si
Javier Garcia,21,Derecho,2.32,No
Ana Garcia,21,Quimica,3.68,No
Carlos Martinez,23,Fisica,0.97,No
Sofia Perez,21,Matematicas,6.52,Si
Ana Rodriguez,30,Economia,5.82,Si
Carlos Lopez,29,Economia,5.01,No
Javier Rodriguez,25,Quimica,3.23,Si
Carlos Rodriguez,19,Arte,8.2,Si
Carlos Garcia,19,Historia,2.62,Si
Laura Martinez,23,Matematicas,0.97,No
Pedro Martinez,25,Matematicas,2.6,No
Sofia Martinez,28,Derecho,6.88,No
Sofia Lopez,24,Medicina,0.52,Si
Maria Martinez,23,Fisica,2.03,No
Maria Garcia,21,Biologia,2.55,Si
Carlos Rodriguez,22,Arte,5.75,Si
Maria Garcia,21,Ingenieria,8.03,Si
Sofia Rodriguez,22,Matematicas,4.21,No
Laura Perez,26,Derecho,0.61,No
Sofia Rodriguez,30,Quimica,1.72,Si
Luis Rodriguez,27,Arte,3.99,Si
Maria Garcia,30,Arte,2.38,Si
Luis Lopez,23,Biologia,9.52,Si
Juan Lopez,20,Ingenieria,8.87,No
Pedro Martinez,24,Ingenieria,7.59,No
Javier Lopez,19,Quimica,9.61,No
Javier Rodriguez,26,Biologia,3.98,Si
Luis Garcia,19,Biologia,8.89,Si
Luis Rodriguez,28,Historia,4.38,Si
Javier Lopez,29,Matematicas,0.73,Si
Ana Martinez,20,Derecho,9.77,No
Pedro Martinez,22,Medicina,7.9,Si
Pedro Rodriguez,18,Historia,9.48,Si
Juan Perez,29,Fisica,9.52,No
Elena Rodriguez,24,Medicina,5.98,Si
Ana Rodriguez,26,Fisica,2.63,No
Juan Rodriguez,20,Quimica,2.63,Si
Luis Garcia,26,Quimica,4.31,Si
Elena Garcia,26,Ingenieria,2.99,Si
Laura Garcia,26,Quimica,7.37,No
Maria Garcia,24,Arte,9.19,Si
Laura Garcia,23,Quimica,5.43,No
Elena Lopez,24,Fisica,9.04,No
Pedro Martinez,26,Fisica,9.23,Si
Carlos Rodriguez,29,Arte,7.95,Si
Laura Garcia,27,Ingenieria,3.02,No
Elena Rodriguez,24,Biologia,5.12,No
Elena Perez,20,Quimica,3.87,Si
Sofia Rodriguez,28,Arte,8.71,Si
Pedro Perez,27,Arte,2.76,No
Sofia Lopez,21,Arte,4.23,Si
Juan Garcia,23,Fisica,2.08,Si
Juan Lopez,23,Biologia,1.53,No
Ana Lopez,29,Economia,4.2,No
Javier Perez,26,Economia,9.3,Si
Sofia Garcia,30,Quimica,3.22,Si
Maria Garcia,23,Historia,7.78,Si
Laura Rodriguez,24,Historia,1.77,No
Luis Rodriguez,19,Derecho,4.39,No
Elena Lopez,24,Quimica,8.27,No
Pedro Lopez,24,Fisica,7.74,Si
Carlos Rodriguez,25,Biologia,2.32,No
Maria Perez,27,Matematicas,6.19,Si
Maria Rodriguez,25,Fisica,1.17,No
Pedro Rodriguez,28,Biologia,1.87,Si
Elena Perez,21,Medicina,3.83,No
Pedro Garcia,28,Ingenieria,5.67,Si
Luis Garcia,30,Economia,7.02,Si
Pedro Lopez,22,Arte,2.17,No
Elena Martinez,23,Fisica,8.17,Si
Elena Garcia,19,Quimica,3.93,Si
Elena Perez,20,Historia,5.81,Si
Elena Martinez,19,Biologia,6.0,Si
Luis Rodriguez,18,Medicina,8.53,No
Ana Rodriguez,30,Fisica,0.35,Si
Luis Martinez,29,Ingenieria,2.09,Si
Ana Lopez,29,Economia,9.22,Si
Elena Garcia,27,Economia,7.95,Si
Juan Martinez,20,Quimica,2.92,No
Javier Garcia,22,Arte,4.54,No
Maria Rodriguez,18,Matematicas,8.99,No
Sofia Perez,22,Economia,2.63,Si
Laura Perez,21,Fisica,1.03,Si
Javier Garcia,23,Quimica,8.09,No
Elena Garcia,23,Historia,5.43,Si
Pedro Lopez,29,Economia,5.47,No
Luis Garcia,24,Historia,5.4,Si
Juan Lopez,26,Quimica,1.25,Si
Luis Perez,26,Matematicas,3.61,Si
Luis Rodriguez,26,Fisica,4.14,No
Maria Martinez,28,Arte,1.62,Si
Maria Lopez,30,Arte,3.93,No
Pedro Lopez,22,Economia,4.13,Si
Ana Martinez,30,Derecho,1.31,No
Maria Perez,19,Derecho,6.78,Si
Pedro Rodriguez,30,Ingenieria,6.48,Si
Maria Lopez,26,Quimica,1.82,No
Luis Lopez,23,Arte,9.57,No
Pedro Garcia,20,Economia,9.75,No
Juan Martinez,28,Matematicas,9.1,Si
Pedro Martinez,27,Derecho,8.33,No
Juan Garcia,20,Economia,9.89,No
Luis Perez,21,Quimica,9.8,Si
Ana Perez,19,Fisica,9.09,No
Carlos Garcia,21,Fisica,5.36,No
Carlos Lopez,24,Arte,9.55,No
Pedro Perez,29,Ingenieria,7.56,No
Ana Martinez,30,Economia,8.98,Si
Ana Martinez,30,Economia,6.06,No
Pedro Lopez,30,Economia,2.87,Si
Carlos Garcia,25,Quimica,8.4,No
Pedro Perez,18,Quimica,3.51,No
Sofia Martinez,25,Historia,0.17,Si
Laura Garcia,26,Biologia,3.41,No
Laura Garcia,24,Medicina,5.98,Si
Elena Martinez,19,Matematicas,2.4,No
Pedro Perez,24,Historia,5.05,No
Pedro Lopez,25,Derecho,8.08,Si
Laura Garcia,28,Fisica,2.64,Si
Luis Lopez,23,Medicina,6.73,Si
Maria Lopez,18,Matematicas,0.32,Si
Ana Lopez,23,Derecho,5.64,Si
Luis Lopez,20,Economia,6.69,No
Javier Lopez,29,Ingenieria,6.31,No
Sofia Martinez,24,Medicina,5.23,No
Luis Perez,21,Fisica,7.41,Si
Elena Garcia,23,Ingenieria,7.69,Si
Laura Martinez,25,Quimica,9.31,Si
Elena Lopez,25,Ingenieria,0.92,Si
Pedro Lopez,23,Economia,6.31,Si
Laura Perez,27,Quimica,2.73,No
Laura Perez,26,Quimica,0.24,No
Luis Martinez,30,Quimica,4.03,Si
Carlos Martinez,27,Economia,4.55,No
Laura Martinez,30,Ingenieria,7.46,No
Pedro Lopez,19,Fisica,2.87,No
Carlos Garcia,23,Derecho,3.77,No
Pedro Lopez,23,Economia,9.11,No
Javier Garcia,30,Ingenieria,1.56,No
Elena Garcia,25,Fisica,5.05,Si
Elena Rodriguez,27,Matematicas,1.61,Si
Ana Lopez,21,Medicina,7.1,Si
Luis Lopez,26,Matematicas,5.95,No
Maria Martinez,20,Economia,5.16,No
Maria Lopez,18,Fisica,1.01,Si
Ana Garcia,22,Economia,5.38,No
Sofia Lopez,22,Quimica,3.52,No
Javier Garcia,21,Matematicas,0.89,No
Ana Martinez,19,Biologia,9.11,Si
Ana Rodriguez,29,Arte,7.6,Si
Sofia Lopez,25,Matematicas,9.31,Si
Pedro Lopez,20,Economia,9.84,No
Ana Lopez,25,Biologia,3.51,Si
Laura Rodriguez,18,Biologia,4.18,No
Javier Rodriguez,26,Quimica,9.77,No
Maria Perez,24,Matematicas,0.88,No
Maria Lopez,29,Historia,0.95,No
Sofia Martinez,25,Arte,0.8,No
Maria Martinez,21,Fisica,6.76,Si
Ana Perez,29,Biologia,8.12,Si
Javier Rodriguez,26,Medicina,1.95,Si
Juan Rodriguez,27,Fisica,4.7,Si
Maria Lopez,26,Biologia,3.39,Si
Laura Garcia,21,Biologia,7.49,No
Juan Lopez,27,Arte,0.52,Si
Maria Garcia,24,Biologia,6.79,No
Juan Martinez,24,Derecho,6.55,No
Juan Garcia,19,Derecho,4.15,No
Juan Garcia,27,Derecho,0.14,Si
Carlos Lopez,24,Historia,0.07,Si
Elena Garcia,30,Medicina,7.01,No
Javier Rodriguez,26,Medicina,3.58,No
Pedro Martinez,28,Ingenieria,3.77,Si
Pedro Garcia,27,Arte,7.99,No
Javier Lopez,23,Fisica,4.15,Si
Sofia Lopez,24,Fisica,3.04,Si
Ana Perez,18,Ingenieria,7.48,Si
Pedro Martinez,23,Arte,4.47,No
Ana Perez,30,Economia,2.54,No
Ana Rodriguez,24,Biologia,6.7,No
Luis Rodriguez,22,Matematicas,2.69,No
Elena Lopez,27,Fisica,2.54,Si
Laura Garcia,25,Historia,7.59,No
Elena Perez,29,Fisica,7.33,Si
Carlos Garcia,26,Medicina,7.21,No
Elena Lopez,27,Quimica,8.51,No
Carlos Rodriguez,23,Biologia,4.06,Si
Javier Rodriguez,30,Biologia,9.44,No
Luis Rodriguez,28,Medicina,6.68,Si
Juan Lopez,23,Arte,1.67,Si
Sofia Rodriguez,22,Medicina,0.08,No
Juan Lopez,24,Ingenieria,5.14,No
Carlos Garcia,24,Matematicas,3.52,No
Ana Perez,19,Arte,3.74,Si
Laura Rodriguez,30,Fisica,5.75,Si
Juan Rodriguez,28,Fisica,7.52,Si
Laura Rodriguez,27,Derecho,2.06,No
Juan Perez,30,Economia,0.63,Si
Elena Perez,24,Matematicas,4.97,Si
Luis Perez,21,Biologia,3.96,No
Luis Rodriguez,30,Ingenieria,0.09,Si
Ana Perez,19,Ingenieria,9.64,No
Luis Garcia,20,Biologia,4.3,No
Luis Rodriguez,22,Biologia,0.16,Si
Luis Martinez,28,Matematicas,0.32,Si
Juan Martinez,28,Medicina,7.95,Si
Pedro Garcia,22,Derecho,7.36,No
Pedro Rodriguez,30,Derecho,8.27,No
Javier Rodriguez,24,Biologia,2.78,No
Laura Perez,28,Quimica,8.95,No
Elena Lopez,19,Ingenieria,4.77,Si
Maria Martinez,21,Ingenieria,6.46,Si
Luis Rodriguez,24,Matematicas,1.65,Si
Javier Rodriguez,28,Historia,4.29,No
Elena Lopez,25,Ingenieria,0.42,No
Juan Rodriguez,26,Economia,7.71,Si
Pedro Garcia,29,Biologia,5.09,No
Elena Garcia,29,Economia,4.51,Si
Javier Perez,23,Derecho,8.04,No
Luis Martinez,27,Biologia,8.11,No
Javier Rodriguez,19,Quimica,6.2,No
Sofia Rodriguez,26,Biologia,3.6,Si
Maria Lopez,25,Biologia,2.48,No
Maria Martinez,19,Quimica,8.77,No
Elena Perez,20,Derecho,5.85,Si
Carlos Rodriguez,22,Derecho,9.47,Si
Pedro Lopez,27,Matematicas,8.32,Si
Pedro Perez,25,Quimica,8.52,No
Juan Martinez,28,Biologia,6.68,Si
Luis Garcia,20,Historia,8.74,Si
Ana Garcia,30,Historia,0.79,No
Luis Lopez,21,Biologia,9.53,Si
Carlos Perez,21,Matematicas,7.18,No
Laura Garcia,28,Matematicas,5.57,No
Luis Rodriguez,30,Matematicas,8.41,Si
Laura Rodriguez,18,Biologia,4.57,Si
Juan Lopez,27,Ingenieria,6.59,No
Javier Perez,23,Medicina,5.07,No
Maria Perez,27,Matematicas,5.94,No
Laura Rodriguez,22,Matematicas,6.51,Si
Juan Perez,18,Economia,2.93,Si
Elena Rodriguez,18,Fisica,7.79,No
Carlos Perez,19,Fisica,1.04,No
Javier Martinez,23,Medicina,3.4,Si
Sofia Perez,25,Arte,7.8,No
Pedro Perez,18,Historia,2.45,Si
Elena Rodriguez,28,Ingenieria,0.68,No
Elena Garcia,30,Matematicas,8.29,Si
Pedro Lopez,22,Medicina,4.02,No
Ana Garcia,29,Quimica,2.87,No
Ana Martinez,25,Medicina,7.19,Si
Sofia Garcia,25,Arte,1.93,Si
Laura Garcia,30,Fisica,2.21,No
Pedro Lopez,28,Ingenieria,6.19,No
Javier Perez,26,Matematicas,8.75,No
Luis Perez,22,Derecho,0.32,No
Carlos Garcia,27,Biologia,4.61,Si
Carlos Rodriguez,24,Matematicas,3.19,Si
Javier Lopez,25,Fisica,8.0,No
Sofia Lopez,23,Arte,6.41,Si
Pedro Martinez,18,Arte,2.02,Si
Maria Martinez,24,Derecho,7.65,Si
Pedro Martinez,22,Arte,3.9,No
Carlos Martinez,23,Economia,0.73,No
Luis Perez,19,Biologia,0.54,No
Sofia Martinez,27,Derecho,5.62,Si
Juan Perez,30,Medicina,8.58,Si
Elena Garcia,28,Arte,0.44,Si
Ana Lopez,21,Historia,4.27,No
Javier Martinez,19,Arte,1.48,No
Pedro Perez,20,Economia,3.66,Si
Juan Rodriguez,30,Historia,5.76,Si
Ana Lopez,30,Fisica,6.38,Si
Carlos Perez,29,Historia,6.86,No
Carlos Garcia,29,Arte,5.86,Si
Javier Perez,30,Ingenieria,1.67,No
Javier Lopez,18,Arte,8.3,No
Sofia Rodriguez,18,Economia,2.01,Si
Javier Martinez,27,Quimica,0.57,Si
Sofia Rodriguez,19,Economia,9.92,Si
Juan Garcia,22,Economia,6.11,Si
Elena Garcia,20,Fisica,2.94,No
Ana Lopez,23,Historia,8.7,Si
Javier Martinez,20,Arte,8.98,Si
Javier Martinez,21,Arte,6.31,No
Maria Garcia,19,Biologia,4.07,Si
Pedro Garcia,21,Historia,9.42,Si
Luis Lopez,27,Fisica,4.08,Si
Carlos Rodriguez,20,Historia,3.73,Si
Luis Perez,28,Derecho,1.1,Si
Ana Lopez,18,Economia,7.61,No
Maria Lopez,29,Fisica,9.96,Si
Javier Rodriguez,30,Economia,4.52,No
Javier Lopez,21,Ingenieria,3.19,Si
Carlos Lopez,21,Medicina,4.7,Si
Sofia Rodriguez,24,Medicina,1.86,No
Laura Martinez,19,Economia,2.42,Si
Juan Lopez,19,Fisica,9.97,Si
Ana Lopez,22,Economia,2.46,No
Maria Garcia,26,Historia,5.12,No
Ana Lopez,18,Derecho,0.41,No
Ana Garcia,28,Matematicas,4.0,Si
Elena Perez,19,Medicina,6.63,Si
Pedro Rodriguez,25,Ingenieria,7.03,Si
Laura Rodriguez,18,Matematicas,2.28,Si
Sofia Rodriguez,27,Economia,5.44,No
Carlos Martinez,23,Ingenieria,0.7,No
Carlos Perez,18,Quimica,4.01,No
Luis Rodriguez,21,Derecho,9.11,Si
Laura Perez,19,Economia,0.12,No
Elena Garcia,29,Biologia,0.15,Si
Maria Rodriguez,18,Medicina,5.07,No
Carlos Rodriguez,21,Quimica,2.73,Si
Ana Martinez,23,Biologia,4.65,Si
Luis Rodriguez,29,Arte,9.81,No
Ana Rodriguez,28,Derecho,1.66,Si
Maria Lopez,29,Historia,0.66,Si
Elena Perez,26,Economia,5.14,No
Sofia Martinez,19,Medicina,5.44,Si
Pedro Garcia,29,Economia,1.39,No
Carlos Martinez,24,Economia,8.82,Si
Sofia Martinez,24,Ingenieria,8.92,Si
Pedro Lopez,27,Economia,5.89,Si
Sofia Garcia,26,Quimica,9.48,No
Laura Rodriguez,24,Ingenieria,6.18,No
Elena Perez,24,Derecho,0.25,Si
Laura Garcia,29,Economia,0.8,Si
Ana Perez,25,Medicina,4.24,No
Javier Lopez,27,Economia,2.54,Si
Ana Rodriguez,25,Medicina,8.61,No
Pedro Perez,24,Biologia,4.18,No
Ana Rodriguez,28,Medicina,5.75,Si
Javier Rodriguez,19,Matematicas,4.83,No
Luis Martinez,29,Derecho,3.2,No
Laura Lopez,20,Derecho,5.18,Si
Javier Perez,27,Biologia,4.57,Si
Carlos Perez,19,Fisica,7.9,No
Pedro Lopez,22,Arte,1.24,Si
Juan Rodriguez,26,Biologia,2.94,Si
Sofia Martinez,26,Ingenieria,0.43,No
Ana Garcia,26,Fisica,0.29,Si
Sofia Perez,25,Historia,4.97,No
Elena Rodriguez,30,Fisica,7.46,Si
Laura Perez,21,Derecho,1.54,No
Elena Garcia,29,Historia,9.03,No
Sofia Perez,22,Matematicas,7.52,Si
Ana Martinez,21,Fisica,2.6,No
Javier Rodriguez,19,Quimica,3.96,No
Elena Garcia,23,Medicina,6.9,Si
Laura Perez,22,Economia,8.86,No
Maria Rodriguez,25,Arte,0.74,No
Luis Lopez,29,Biologia,1.31,No
Luis Martinez,28,Economia,8.9,Si
Luis Garcia,24,Quimica,2.45,Si
Luis Lopez,19,Historia,0.62,Si
Ana Perez,24,Biologia,1.12,No
Juan Garcia,26,Historia,1.51,No
Sofia Perez,24,Arte,0.56,No
Sofia Perez,19,Ingenieria,3.17,No
Pedro Martinez,29,Derecho,3.47,Si
Sofia Perez,28,Fisica,4.72,No
Juan Garcia,21,Derecho,2.03,No
Ana Garcia,24,Historia,2.96,Si
Sofia Garcia,18,Medicina,6.54,No
Juan Garcia,22,Quimica,8.81,No
Ana Perez,28,Medicina,6.93,No
Juan Perez,21,Biologia,0.13,No
Sofia Perez,21,Matematicas,4.25,Si
Ana Martinez,26,Biologia,0.92,Si
Sofia Perez,25,Fisica,5.82,No
Laura Rodriguez,30,Biologia,1.16,Si
Pedro Martinez,19,Derecho,4.03,Si
Luis Garcia,20,Matematicas,2.4,No
Maria Lopez,20,Arte,1.76,No
Elena Martinez,29,Derecho,0.71,Si
Carlos Martinez,29,Historia,3.0,Si
Sofia Perez,22,Matematicas,3.55,Si
Elena Rodriguez,27,Matematicas,4.4,Si
Juan Garcia,27,Historia,3.85,No
Maria Garcia,27,Ingenieria,5.43,Si
Luis Perez,19,Medicina,0.53,No
Luis Martinez,24,Ingenieria,9.3,Si
Elena Rodriguez,29,Ingenieria,4.29,No
Pedro Lopez,29,Medicina,7.04,Si
Sofia Garcia,18,Medicina,8.59,Si
Maria Martinez,23,Derecho,2.5,No
Carlos Garcia,29,Ingenieria,3.67,No
Sofia Lopez,22,Medicina,3.18,Si
Ana Rodriguez,21,Biologia,2.87,No
Juan Perez,28,Quimica,1.07,Si
Juan Rodriguez,28,Arte,4.38,No
Sofia Rodriguez,18,Economia,5.58,Si
Sofia Lopez,27,Matematicas,2.02,Si
Pedro Perez,20,Quimica,3.24,Si
Ana Rodriguez,27,Medicina,1.18,No
Carlos Lopez,28,Biologia,3.75,No
Elena Rodriguez,22,Biologia,2.71,Si
Laura Lopez,28,Ingenieria,5.59,Si
Javier Garcia,29,Quimica,1.02,Si
Sofia Lopez,30,Derecho,9.13,Si
Laura Garcia,23,Derecho,4.98,Si
Laura Garcia,26,Historia,5.64,Si
Maria Lopez,22,Derecho,2.01,Si
Carlos Perez,20,Arte,1.25,Si
Elena Rodriguez,19,Historia,2.52,Si
Juan Rodriguez,27,Historia,5.29,Si
Laura Rodriguez,23,Quimica,6.41,Si
Juan Rodriguez,29,Ingenieria,6.05,No
Carlos Garcia,21,Historia,3.91,Si
Maria Perez,19,Matematicas,4.29,Si
Juan Perez,20,Economia,0.8,No
Laura Lopez,26,Historia,3.61,Si
Sofia Rodriguez,26,Biologia,5.17,No
Maria Rodriguez,23,Arte,3.35,Si
Ana Lopez,25,Ingenieria,2.04,No
Pedro Garcia,25,Fisica,2.37,Si
